Distributor_Date,Distributor,TBL_IB_Serial_or_Order,Family,Model,Cylinders,Lean_or_Rich_Burn,Power_BHP,Branch,Branch_Address,Branch_City,Branch_State,Branch_Country,Owner,Owner_Address,Owner_City,Owner_State,Owner_Country,Owner_Post_Code,Site_Name,Site_Address,Site_City,Site_State,Site_Country,Site_Post_Code,Site_Longitude,Site_Latitude,Region,Engine_Market,Driven_Equipment,Driven_Equipment_Model,Engine_Application,Fuel_Type,LC_Model,Notes,Customer_Tag,Status,Duty,EQUIPMENT_STATUS,RPM,LOAD,Hours_per_Year,Engine_Location_Area,Contact_name,Contact_Email,Phone_Number,Distributor_Maintenance_Agreement?  Yes/No,Engine_Hrs_of_Last_Top_Overhaul,Date_Performed,Engine_Hrs_of_Last_Bottom_Overhaul,Date_Performed_Last,Current_Engine_Hours,Date_Verified,Engine_Modified_Yes_No,If_Yes_please_explain_modification,Other_Distributor_Info,Startup_Year,Special_Notes,INSTALLED_AT,MACHINE_DESCRIPTION,MANUFACTURER,OPERATING_PERCENTAJE,COMMENTS_if_any_OWNER,SpecNo,Service_File _No,CP,Cool_Sys,Date_of_Op_Hrs,Engine_Quantity,Sector,Air_Fuel_Ratio,Catalyst,Compressor,Engine_Facility_Name,Generator_Set,HP,Ignition_Type,Last_Maintenance_Date,Overhaul_Date,Packager,Permit_Number,Permit_Year,Turbocharger_Model,Driven_Equipment1,Fuel_Type1,Line ,JFE_Site_No,Area,TBL_IB_Region1,Startup,Ship_Date,Year,GGO_Region,OraclePartyNumber,Field0,Expr1,Expr2,Expr3,Expr4,Field1
,Gas Drive,244683,VHP,L7042GSI,,,1480,,,,,,Suncor Energy Resources Partnership,,,,,,,09-10-18-03-W4M,Slave Lake,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7042GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,L7042GSI,244683
,Gas Drive,244684,VHP,L7042G,,,1025,,,,,,Husky Oil Operations Limited,,,,,,,13-33-71-17-W4M,Edmonton,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7042G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,L7042G,244684
,Gas Drive,244847,VHP,L7042G,,,1025,,,,,,Canadian Natural Resources Limited,,,,,,,08-35-94-02-W6M,Ft. St. John,British Columbia,Canada,,,,North America,,,,,Diesel  ,VHPL7042G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,L7042G,244847
,Gas Drive,244885,VHP,F3521GSI,,,738,,,,,,Canadian Natural Resources Limited,,,,,,,07-36-57-04-W4M,Slave Lake,AB,Canada,,,,North America,,,,,Diesel  ,VHPF3521GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,F3521GSI,244885
,Gas Drive,244895,VHP,F3521GSI,,,738,,,,,,Vintage Petroleum Canada,,,,,,,"400, 321 - 6th Avenue SW",Slave Lake,AB,Canada,,,,North America,,,,,Diesel  ,VHPF3521GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,F3521GSI,244895
,Gas Drive,245000,VHP,L5790G,,,708,,,,,,ConocoPhillips Canada Limited,,,,,,,06-17-34-24-W4M,Bonnyville,AB,Canada,,,,North America,,,,,Diesel  ,VHPL5790G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,L5790G,245000
,Gas Drive,250450,VHP,L7042GSI,,,1480,,,,,,Devon Canada Corporation,,,,,,,01-20-39-07-W5M,Manning,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7042GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,L7042GSI,250450
,Gas Drive,250641,VHP,F3521GSI,,,738,,,,,,Talisman Energy Canada,,,,,,,"2000, 888 - 3rd Street SW",Bonnyville,AB,Canada,,,,North America,,,,,Diesel  ,VHPF3521GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,F3521GSI,250641
,Gas Drive,250707,VHP,L7042GSI,,,1480,,,,,,Spectra Energy Midstream Corp,,,,,,,B-88-J/94-G-01,Bonnyville,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7042GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,L7042GSI,250707
,Gas Drive,250834,VHP,L7042GSI,,,1480,,,,,,Baytex Energy Limited,,,,,,,07-20-45-22-W3M,Edmonton,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7042GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,L7042GSI,250834
,Gas Drive,251031,VHP,L7042GSI,,,1480,,,,,,Cenovus Energy Inc,,,,,,,15-16-20-06-W4M,Medicine Hat,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7042GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,L7042GSI,251031
,Gas Drive,251643,VHP,L7042GSI,,,1480,,,,,,ATCO Electric Limited,,,,,,,PO Box 2426,Medicine Hat,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7042GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,L7042GSI,251643
,Gas Drive,251897,VHP,L7042GSI,,,1480,,,,,,Advantage Oil & Gas Limited,,,,,,,04-27-14-04-W4M,Manning,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7042GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,L7042GSI,251897
,Gas Drive,252392,VHP,P9390GSI,,,1980,,,,,,BP Canada Energy Company,,,,,,,4700 - 47th Street SE,Medicine Hat,AB,Canada,,,,North America,,,,,Diesel  ,VHPP9390GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,P9390GSI,252392
,Gas Drive,252425,VHP,L7042GSI,,,1480,,,,,,ATCO Electric Limited,,,,,,,PO Box 2426,Edmonton,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7042GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,L7042GSI,252425
,Gas Drive,252674,VHP,F3521G,,,515,,,,,,Long Run Exploration Ltd,,,,,,,15-24-55-21-W4M,Ft. St. John,British Columbia,Canada,,,,North America,,,,,Diesel  ,VHPF3521G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,F3521G,252674
,Gas Drive,253263,VHP,F3521GSI,,,738,,,,,,Nuvista Energy Limited,,,,,,,02-09-60-23-W3M,Grande Prairie,AB,Canada,,,,North America,,,,,Diesel  ,VHPF3521GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,F3521GSI,253263
,Gas Drive,253386,VHP,L5790G,,,845,,,,,,ConocoPhillips Canada Limited,,,,,,,06-26-40-03-W5M,Calgary,AB,Canada,,,,North America,,,,,Diesel  ,VHPL5790G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,L5790G,253386
,Gas Drive,253688,VHP,P9390GSI,,,1980,,,,,,BP Canada Energy Company,,,,,,,4700 - 47th Street SE,Ft. St. John,British Columbia,Canada,,,,North America,,,,,Diesel  ,VHPP9390GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,P9390GSI,253688
,Gas Drive,253709,VHP,L7042GSI,,,1480,,,,,,Suncor Energy Resources Partnership,,,,,,,C-72-E/94-H-05,Bonnyville,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7042GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,L7042GSI,253709
,Gas Drive,253743,VHP,P9390GSI,,,1980,,,,,,BP Canada Energy Company,,,,,,,4700 - 47th Street SE,Grande Prairie,AB,Canada,,,,North America,,,,,Diesel  ,VHPP9390GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,P9390GSI,253743
,Gas Drive,253814,VHP,L5790G,,,708,,,,,,Canadian Natural Resources Limited,,,,,,,11-36-14-29-W3M,Medicine Hat,AB,Canada,,,,North America,,,,,Diesel  ,VHPL5790G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,L5790G,253814
,Gas Drive,254304,VHP,L7042GSI,,,1480,,,,,,ConocoPhillips Canada Limited,,,,,,,PO Box 4365,Edmonton,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7042GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,L7042GSI,254304
,Gas Drive,254999,VHP,L5790G,,,708,,,,,,Seven Generations Energy Ltd,,,,,,,"1100, 111 - 5th Avenue SW",Edmonton,AB,Canada,,,,North America,,,,,Diesel  ,VHPL5790G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,L5790G,254999
,Gas Drive,257220,VHP,P9390GSI,,,1980,,,,,,Vermilion Resources Limited,,,,,,,02-18-52-11-W5M,Ft. St. John,British Columbia,Canada,,,,North America,,,,,Diesel  ,VHPP9390GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,P9390GSI,257220
,Gas Drive,260240,VHP,L7042GSI,,,1480,,,,,,Suncor Energy Resources Partnership,,,,,,,C-72-E/94-H-05,Edson,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7042GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,L7042GSI,260240
,Gas Drive,260241,VHP,L7042GSI,,,1480,,,,,,Canadian Natural Resources Limited,,,,,,,10-02-80-06-W4M,Edmonton,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7042GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,L7042GSI,260241
,Gas Drive,260243,VHP,F3521G,,,421,,,,,,Cenovus Energy Inc,,,,,,,13-21-15-11-W4M,Medicine Hat,AB,Canada,,,,North America,,,,,Diesel  ,VHPF3521G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,F3521G,260243
,Gas Drive,260571,VHP,L7042G,,,1025,,,,,,Penn West Petroleum,,,,,,,04-24-56-04-W5M,Grande Prairie,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7042G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,L7042G,260571
,Gas Drive,260934,VHP,P9390GSI,,,1980,,,,,,BP Canada Energy Company,,,,,,,4700 - 47th Street SE,Grande Prairie,AB,Canada,,,,North America,,,,,Diesel  ,VHPP9390GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,P9390GSI,260934
,Gas Drive,261793,VHP,P9390GSI,,,1980,,,,,,ConocoPhillips Canada Limited,,,,,,,06-08-65-09-W6M,Medicine Hat,AB,Canada,,,,North America,,,,,Diesel  ,VHPP9390GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,P9390GSI,261793
,Gas Drive,261794,VHP,P9390GSI,,,1980,,,,,,CrossAlta Gas Storage & Service Ltd,,,,,,,"1600, 700 - 2nd Street SW",Calgary,AB,Canada,,,,North America,,,,,Diesel  ,VHPP9390GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,P9390GSI,261794
,Gas Drive,261857,VHP,L7042G,,,1025,,,,,,ATCO Energy Solutions Ltd,,,,,,,08-18-46-26-W4M,Edmonton,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7042G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,L7042G,261857
,Gas Drive,261899,VHP,F3521G,,,421,,,,,,Cenovus Energy Inc,,,,,,,09-06-21-13-W4M,Red Deer,AB,Canada,,,,North America,,,,,Diesel  ,VHPF3521G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,F3521G,261899
,Gas Drive,261905,VHP,L7042GSI,,,1480,,,,,,Delphi Energy Corporation,,,,,,,10-26-66-06-W6M,Medicine Hat,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7042GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,L7042GSI,261905
,Gas Drive,261906,VHP,L7042GSI,,,1480,,,,,,Canadian Natural Resources Limited,,,,,,,08-30-57-24-W5M,Red Deer,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7042GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,L7042GSI,261906
,Gas Drive,261907,VHP,L7042GSI,,,1480,,,,,,ConocoPhillips Canada Limited,,,,,,,D-16-I/93-P-07,Edson,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7042GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,L7042GSI,261907
,Gas Drive,261908,VHP,L7042GSI,,,1480,,,,,,TAQA North Limited,,,,,,,07-11-41-08-W5M,Red Deer,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7042GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,L7042GSI,261908
,Gas Drive,264376,VHP,L7042GSI,,,1480,,,,,,Glencoe Resources Limited,,,,,,,14-13-42-26-W4M,Fort Nelson,British Columbia,Canada,,,,North America,,,,,Diesel  ,VHPL7042GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,L7042GSI,264376
,Gas Drive,264617,VHP,L7042GSI,,,1480,,,,,,Pace Oil & Gas Limited,,,,,,,10-29-106-05-W6M,Manning,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7042GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,L7042GSI,264617
,Gas Drive,265013,VHP,L7042GSI,,,1480,,,,,,Pengrowth Energy Corporation,,,,,,,14-32-37-03-W5M,Calgary,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7042GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,L7042GSI,265013
,Gas Drive,265014,VHP,L7042GSI,,,1480,,,,,,Canadian Natural Resources Limited,,,,,,,07-30-59-06-W4M,Bonnyville,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7042GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,L7042GSI,265014
,Gas Drive,265243,VHP,L5790G,,,708,,,,,,Cenovus Energy Inc,,,,,,,13-36-19-11-W4M,Medicine Hat,AB,Canada,,,,North America,,,,,Diesel  ,VHPL5790G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,L5790G,265243
,Gas Drive,265265,VHP,L7042GSI,,,1480,,,,,,BP Canada Energy Company,,,,,,,4700 - 47th Street SE,Slave Lake,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7042GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,L7042GSI,265265
,Gas Drive,265510,VHP,L7042GSI,,,1480,,,,,,Altagas Processing Partnership,,,,,,,04-14-31-02-W4M,Medicine Hat,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7042GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,L7042GSI,265510
,Gas Drive,265613,VHP,L7042GSI,,,1480,,,,,,BP Canada Energy Company,,,,,,,4700 - 47th Street SE,London,Ontario,Canada,,,,North America,,,,,Diesel  ,VHPL7042GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,L7042GSI,265613
,Gas Drive,265614,VHP,L7042GSI,,,1480,,,,,,BP Canada Energy Company,,,,,,,4700 - 47th Street SE,Edson,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7042GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,L7042GSI,265614
,Gas Drive,265737,VHP,L7042G,,,1025,,,,,,BP Canada Energy Company,,,,,,,4700 - 47th Street SE,Manning,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7042G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,L7042G,265737
,Gas Drive,208550,VHP,P9390G,,,1366,,,,,,Pengrowth Energy Corporation,,,,,,,15-17-39-26-W4M,Calgary,AB,Canada,,,,North America,,,,,Diesel  ,VHPP9390G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,P9390G,208550
,Gas Drive,208551,VHP,P9390G,,,1366,,,,,,Pengrowth Energy Corporation,,,,,,,15-17-39-26-W4M,Red Deer,AB,Canada,,,,North America,,,,,Diesel  ,VHPP9390G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,P9390G,208551
,Gas Drive,209244,VHP,L7042GSI,,,1480,,,,,,Canadian Natural Resources Limited,,,,,,,08-30-97-23-W4M,Ft. St. John,British Columbia,Canada,,,,North America,,,,,Diesel  ,VHPL7042GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,L7042GSI,209244
,Gas Drive,209623,VHP,L7042G,,,1025,,,,,,ATCO Pipelines,,,,,,,"1400, 909 - 11th Avenue SW",Bonnyville,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7042G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,L7042G,209623
,Gas Drive,215636,VHP,L7042GSI,,,1480,,,,,,OMERS Energy Incorporated,,,,,,,10-19-40-03-W5M,Calgary,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7042GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,L7042GSI,215636
,Gas Drive,216070,VHP,L7042GSI,,,1480,,,,,,City of Calgary,,,,,,,10010 Bearspaw Dam Road,Calgary,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7042GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,L7042GSI,216070
,Gas Drive,216072,VHP,L5790G,,,708,,,,,,Ember Resources Inc,,,,,,,04-15-40-24-W4M,Fort Nelson,British Columbia,Canada,,,,North America,,,,,Diesel  ,VHPL5790G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,L5790G,216072
,Gas Drive,217354,VHP,L5790G,,,845,,,,,,Canadian Natural Resources Limited,,,,,,,16-09-46-09-W4M,Edmonton,AB,Canada,,,,North America,,,,,Diesel  ,VHPL5790G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,L5790G,217354
,Gas Drive,217381,VHP,L7042G,,,1025,,,,,,Pengrowth Energy Corporation,,,,,,,"2100, 222 - 3rd Avenue SW",Red Deer,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7042G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,L7042G,217381
,Gas Drive,217383,VHP,L7042GSI,,,1480,,,,,,Canadian Natural Resources Limited,,,,,,,"2500, 855 - 2nd Street SW",Drayton Valley,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7042GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,L7042GSI,217383
,Gas Drive,219807,VHP,L7042GSI,,,1480,,,,,,ConocoPhillips Canada Limited,,,,,,,06-12-43-08-W5M,Grande Prairie,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7042GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,L7042GSI,219807
,Gas Drive,219879,VHP,L7042G,,,1025,,,,,,Glencoe Resources Limited,,,,,,,05-22-41-25-W4M,Red Deer,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7042G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,L7042G,219879
,Gas Drive,219909,VHP,L7042GSI,,,1480,,,,,,Petrobakken Development Limited,,,,,,,"800, 425 - 1st Street SW",Red Deer,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7042GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,L7042GSI,219909
,Gas Drive,219910,VHP,L7042GSI,,,1480,,,,,,ARC Resources Limited,,,,,,,03-06-23-10-W4M,Edson,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7042GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,L7042GSI,219910
,Gas Drive,228966,VHP,L7042G,,,1025,,,,,,BP Canada Energy Company,,,,,,,4700 - 47th Street SE,Bonnyville,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7042G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,L7042G,228966
,Gas Drive,229154,VHP,L7042GSI,,,1480,,,,,,Canadian Natural Resources Limited,,,,,,,01-24-52-20-W5M,Grande Prairie,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7042GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,L7042GSI,229154
,Gas Drive,229471,VHP,L7042G,,,1025,,,,,,ConocoPhillips Canada Limited,,,,,,,08-21-29-09-W4M,Edson,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7042G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,L7042G,229471
,Gas Drive,230756,VHP,L7042G,,,1025,,,,,,Cenovus Energy Inc,,,,,,,15-33-18-16-W4M,Medicine Hat,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7042G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,L7042G,230756
,Gas Drive,230757,VHP,L7042GSI,,,1480,,,,,,EnCana Corporation,,,,,,,10-07-28-23-W4M,Calgary,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7042GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,L7042GSI,230757
,Gas Drive,231319,VHP,L7042GSI,,,1480,,,,,,Devon Canada Corporation,,,,,,,11-33-96-08-W6M,Medicine Hat,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7042GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VHP,L7042GSI,231319
